,id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg
570,37735334,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1 bath,"Studio Minerva is located in one of Antwerp’s most beautiful neighborhoods.<br />Trams and trains, galleries and parks, cafes & restaurants are all on your doorstep or just a short stroll away.",285249117,within an hour,100%,100%,f,1,1,"Antwerpen, Vlaanderen, Belgium",Markgrave,,51.19748,4.40375,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],92.0,2,120,1125,11,7,1,2020-12-13,2023-12-03,4.73,4.82,4.82,4.73,4.64,4.64,4.64,f,1,1,0,0,0.3,5.0,5.0
571,37774325,Bed and breakfast in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,Een wandeling door de Zurenborgbuurt met zijn art-nouveau-huizen is zeker de moeite waard !,9342946,within a day,100%,98%,f,1,4,"Antwerpen, Vlaanderen, Belgium",Zurenborg,,51.20707,4.42793,Private room in bed and breakfast,Private room,2,,1.5 shared baths,,1.0,[],55.0,2,14,14,103,30,0,2019-08-16,2023-11-25,4.81,4.79,4.88,4.87,4.83,4.79,4.78,f,1,0,1,0,1.94,4.923076923076923,4.903846153846154
572,37792685,Rental unit in Antwerpen · ★4.95 · 1 bedroom · 1 bed · 1 bath,"Gelegen op de 1ste verdieping van een karaktervol hoekpand, naast het trendy Groen Kwartier in Antwerpen.<br /><br />Restaurants en ontbijtlocaties in de onmiddellijke omgeving.<br /><br />-<br /><br />Located on the 1st floor of a characterful corner building, next to the trendy “Groen Kwartier” in Antwerp.<br /><br />Restaurants and breakfast locations in the immediate surrounding.",81237925,within an hour,100%,100%,t,1,1,"Antwerpen, Vlaanderen, Belgium",Haringrode,,51.201,4.42156,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],106.0,2,21,1125,144,53,4,2020-01-05,2023-12-17,4.95,4.94,4.98,4.95,4.94,4.82,4.85,t,1,1,0,0,2.97,5.0,4.985714285714286
573,37857932,Rental unit in Antwerpen · ★4.88 · Studio · 1 bed · 1 bath,Groenenhoek,5149824,within a day,100%,88%,t,1,2,"Antwerpen, Vlaanderen, Belgium",Groenenhoek,,51.19605,4.43848,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],86.0,2,7,7,52,11,0,2019-09-11,2023-10-21,4.88,4.87,4.94,4.87,4.83,4.65,4.67,f,1,1,0,0,0.99,4.96969696969697,4.9393939393939394
574,37890065,Townhouse in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,149531704,within a day,100%,60%,f,1,1,,Borgerhout Extra Muros,,51.20841,4.45254,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],47.0,2,1125,1125,13,6,1,2022-03-13,2023-12-02,5.0,4.92,4.85,5.0,5.0,4.77,5.0,f,1,0,1,0,0.6,5.0,5.0
575,37930611,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 2 beds · 1.5 baths,"We zijn gelegen op het fantastische Theaterplein, op loopafstand van de winkelstraat Meir, Centraal station en het oude Antwerpen. Elk weekend (zaterdag-zondag) is er een uitgebreide markt opgesteld en vanuit onze appartementen hebt u hier een mooi uitzicht op en geniet je van de échte antwerpse sfeer op het plein. Kom je dus met de auto raden we u aan om bij ons een parking te reserveren (vlakbij het appartement).<br /><br /><br />Benieuwd naar leuke hotspots om lekker te eten en te drinken in Antwerpen? Ik heb hier een aantal plekjes op een rij gezet. Allen op loopafstand :<br /><br />- Chocolate Line (waar je de lekkerste chocolade kunt kopen)<br />- Me & my monkey (koffie en gebak)<br />- Poke Tiki (voor lekkere pokebowls)<br />- Pasta Hippo Vino (Italiaans restaurant)<br />- Bún (Vietnamese street food)<br />- Felixpakhuis (voor ontbijt of lunch)<br />- Barnini (voor ontbijt op het Theaterplein)<br />- Graanmarkt 13 (voor lunch of brunch)<br />- Tinsel (voor koffie of lunch)<br />",182678477,within an hour,95%,81%,f,37,37,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,,51.21295,4.40994,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],183.0,1,1125,1000,69,11,1,2019-08-22,2023-12-10,4.81,4.72,4.8,4.83,4.93,4.99,4.8,t,37,37,0,0,1.3,4.972222222222222,5.0
576,37941621,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,"The apartment is located in the heart of the diamond business centre of Antwerp. It’s a vibrant and international neighbourhood, close to the park and all the tourist spots. A great location if you want to visit Antwerp for pleasure or work. The location is ideal for tourists, expats and students who follow a course in the diamond center.",43721100,within a day,100%,0%,f,1,1,"Antwerpen, Vlaanderen, Belgium",Centraal Station,,51.21273,4.41675,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],85.0,2,1125,1125,11,0,0,2019-09-12,2021-10-07,4.91,5.0,5.0,5.0,5.0,5.0,4.73,f,1,1,0,0,0.21,5.0,5.0
577,37955411,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,,120423516,,,100%,f,2,2,,Theaterbuurt-Meir,,51.2136503,4.4104242,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,10,365,365,2,2,0,2023-04-02,2023-04-30,5.0,4.5,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.22,5.0,5.0
578,38126665,Place to stay in Antwerpen · ★4.63 · 1 bedroom · 2 beds · 1 private bath,"Located across the Academy of fine Arts and in the historic centre, there's many hidden gems, art places, bars and restaurants just around the corner.",15780894,within an hour,100%,100%,f,10,27,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,,51.22326,4.40694,Private room,Private room,2,,1 private bath,,2.0,[],60.0,1,1125,1125,267,70,3,2019-09-05,2023-12-13,4.63,4.77,4.65,4.87,4.88,4.87,4.63,t,10,0,10,0,5.09,4.9326923076923075,4.884615384615385
579,38149971,Loft in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,"Must do’s:<br /><br />MAS Museum: The MAS is more than an interesting building with countless impressive objects. Discover what makes the museum so unique and how it works.<br /><br />MEIR: Meir is the main shopping street in Antwerp, Belgium. It is the most important shopping area in the country<br /><br />The Cathedral: After 169 years of construction the cathedral of Antwerp finally dominated Antwerp's skyline in 1521 with a height of 123 metres. It's the highest Gothic building in the Low Countries.<br /><br />We designed a unique city guide together with local @tonyamas. We gathered all our favorite places in the city so you can have the Antwerp experience like a real local.",289860799,,,,f,1,1,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22269,4.40241,Entire loft,Entire home/apt,2,,1.5 baths,,1.0,[],70.0,2,30,30,14,0,0,2019-09-29,2020-03-09,4.93,4.93,4.93,4.57,4.71,4.93,4.79,f,1,1,0,0,0.27,5.0,5.0
580,38202647,Rental unit in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,"The appartment is situated in a quiet but lively area. It's surrounded by 3 nice parks: Boelaerpark, Boekenbergpark and Rivierenhof. On the other side, it's only 1 km away from the famous Dageraadplaats and Draakplaats (Zurenborg) where you can enjoy nice food and typical Belgian beer in one of the uncountable cosy (coffee)bars and restaurants. Even closer (just around the corner), you'll definitely enjoy a drink at Bar Brul or a nice breakfast, coffee or lunch at Café Josee. <br />If you want to explore the center of Antwerp, it's just 4 km away and very easy to get there by tram, bus, bicycle or even by foot.",6028836,,,,f,1,1,"Antwerpen, Vlaanderen, Belgium",Borgerhout Extra Muros,,51.20145,4.4479,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,5,1125,1125,5,0,0,2019-09-23,2022-04-15,4.8,5.0,4.6,5.0,4.8,4.8,5.0,f,1,1,0,0,0.1,5.0,5.0
581,38208194,Rental unit in Antwerpen · ★4.94 · 1 bedroom · 1 bed · 1 bath,"The apartment is located in the historical citycenter of Antwerp. It's a five minute walk from MAS, het Eilandje, Grote Markt, Groenplaats, Meir, etc..., a 15 minute walk from Central Station and a 1 minute walk from the Scheldekaaien. The neighborhood is surrounded by cosy coffee places, restaurants, shops etc. There's a supermarket in the street.<br />Charlotte is happy to provide a list with her favorite places in Antwerp. Don't hesitate to ask for it. :)",290326691,within an hour,100%,98%,t,5,5,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22482,4.40161,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],96.0,1,31,31,200,67,3,2019-10-20,2023-12-10,4.94,4.95,4.92,4.95,5.0,4.94,4.84,f,5,5,0,0,3.92,5.0,4.987804878048781
582,38255134,Rental unit in Antwerpen · ★4.81 · 2 bedrooms · 4 beds · 1 private bath,Plenty of restaurants and bars. Acces to parks and public transport at walking distance.,249017821,within an hour,100%,93%,,2,2,"Antwerpen, Vlaanderen, Belgium",Harmonie,,51.20007,4.40722,Private room in rental unit,Private room,4,,1 private bath,,4.0,[],200.0,1,1125,1125,56,30,1,2019-09-15,2023-12-10,4.81,4.74,4.7,4.96,4.89,4.77,4.67,f,1,0,1,0,1.07,5.0,5.0
583,38271062,Rental unit in Antwerpen · ★4.92 · 3 bedrooms · 4 beds · 2.5 baths,,267848896,within an hour,100%,99%,t,3,3,,Brederode,,51.20621,4.39812,Entire rental unit,Entire home/apt,6,,2.5 baths,,4.0,[],317.0,2,1125,1125,48,21,1,2020-01-01,2023-12-26,4.92,4.94,4.83,4.94,4.98,4.94,4.79,f,2,2,0,0,0.99,5.0,4.961538461538462
584,38281107,Hotel in Antwerp · ★4.80 · 1 bedroom · 1 bed · 1 bath,"From the Antwerp Zoo (one of Europe’s oldest zoos!) through the Cathedral of our Ladyand up to the Museum aan de Stroom(Museum at the River) Antwerp is full of surprising attractions! <br />B In Antwerp is located within walking distance or a short tram ride from all of the city’s major sites, making it the perfect base for your Antwerp getaway.",44330774,within an hour,100%,100%,f,6,6,"Antwerp, Flanders, Belgium",Brederode,,51.206416,4.396063,Room in hotel,Private room,2,,1 bath,,1.0,[],184.0,1,30,1125,5,0,0,2021-02-24,2022-05-01,4.8,4.8,5.0,4.6,4.8,4.4,4.8,t,6,0,5,0,0.14,5.0,5.0
585,38281297,Hotel in Antwerpen · ★4.56 · 1 bedroom · 1 bed · 1 bath,"From the Antwerp Zoo (one of Europe’s oldest zoos!) through the Cathedral of our Ladyand up to the Museum aan de Stroom(Museum at the River) Antwerp is full of surprising attractions! <br />B In Antwerp is located within walking distance or a short tram ride from all of the city’s major sites, making it the perfect base for your Antwerp getaway.",44330774,within an hour,100%,100%,f,6,6,"Antwerpen, Vlaanderen, Belgium",Brederode,,51.206416,4.396063,Room in hotel,Private room,2,,1 bath,,1.0,[],154.0,1,1125,1125,18,3,0,2021-01-01,2023-10-23,4.56,4.72,4.67,4.78,4.67,4.44,4.11,t,6,0,5,0,0.49,4.25,4.25
586,38281578,Aparthotel in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,"From the Antwerp Zoo (one of Europe’s oldest zoos!) through the Cathedral of our Ladyand up to the Museum aan de Stroom(Museum at the River) Antwerp is full of surprising attractions! <br />B In Antwerp is located within walking distance or a short tram ride from all of the city’s major sites, making it the perfect base for your Antwerp getaway.",44330774,within an hour,100%,100%,f,6,6,"Antwerpen, Vlaanderen, Belgium",Brederode,,51.206416,4.396063,Room in aparthotel,Hotel room,2,,1 shared bath,,1.0,[],164.0,1,1125,1125,11,1,0,2020-12-23,2023-02-12,4.82,4.55,4.82,4.64,4.91,4.55,4.64,t,6,0,5,0,0.3,5.0,5.0
587,38281744,Hotel in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,"From the Antwerp Zoo (one of Europe’s oldest zoos!) through the Cathedral of our Ladyand up to the Museum aan de Stroom(Museum at the River) Antwerp is full of surprising attractions! <br />B In Antwerp is located within walking distance or a short tram ride from all of the city’s major sites, making it the perfect base for your Antwerp getaway.",44330774,within an hour,100%,100%,f,6,6,"Antwerpen, Vlaanderen, Belgium",Brederode,,51.206416,4.396063,Room in hotel,Private room,2,,1 bath,,1.0,[],154.0,1,1125,1125,4,0,0,2021-03-20,2022-07-11,5.0,4.75,5.0,5.0,5.0,4.75,4.75,t,6,0,5,0,0.12,5.0,4.5
588,38282034,Hotel in Antwerpen · ★4.30 · 1 bedroom · 1 bed · 1 bath,"From the Antwerp Zoo (one of Europe’s oldest zoos!) through the Cathedral of our Ladyand up to the Museum aan de Stroom(Museum at the River) Antwerp is full of surprising attractions! <br />B In Antwerp is located within walking distance or a short tram ride from all of the city’s major sites, making it the perfect base for your Antwerp getaway.",44330774,within an hour,100%,100%,f,6,6,"Antwerpen, Vlaanderen, Belgium",Brederode,,51.206417,4.396063,Room in hotel,Private room,2,,1 bath,,1.0,[],153.0,1,1125,1125,10,2,0,2022-01-05,2023-06-04,4.3,4.5,4.4,4.5,4.8,4.4,4.4,t,6,0,5,0,0.42,3.6666666666666665,3.6666666666666665
589,38352422,Rental unit in Antwerpen · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,"This apartment is situated at the best location in town. From here you can do anything on foot. The famous Meir Shopping street is just around the corner, as well as the historical town and the diamond district. <br />There are plenty of restaurants, bars and markets nearby, as well as shops and musea (Rubenshuis, Plantin-Moretus..). It's also the best location for fashionista's, because the fashiondistrict is in walking distance.",43247005,within an hour,100%,97%,t,14,20,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,,51.21854,4.40889,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],179.0,1,1125,1125,61,9,0,2019-09-19,2023-11-26,4.87,4.92,4.89,4.97,4.94,4.89,4.77,f,14,14,0,0,1.17,5.0,5.0
590,38420633,Rental unit in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1 bath,,9352812,,,,f,1,1,,Amandus - Atheneum,,51.22424,4.42011,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,1,1125,1125,5,0,0,2019-10-28,2020-07-18,4.8,5.0,5.0,4.8,4.8,5.0,5.0,f,1,1,0,0,0.1,5.0,5.0
591,38450619,Condo in Antwerpen · ★4.57 · 1 bedroom · 3 beds · 1 bath,,293115607,within an hour,100%,100%,f,2,2,,Theaterbuurt-Meir,,51.21209,4.40134,Entire condo,Entire home/apt,3,,1 bath,,3.0,[],116.0,2,365,1125,97,45,3,2022-03-13,2023-12-18,4.57,4.77,4.45,4.81,4.92,4.78,4.61,f,2,2,0,0,4.44,4.82051282051282,4.82051282051282
592,38451450,Condo in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,"Welcome to Berchem; one of the prettiest and greenest areas on a 10-minute ride of Antwerp city Center.  We are on walking distance from several parks like, the open-air museum of Middelheim Park, Park Den Brandt and Nachtegalenpark. In the Fruithoflaan you will find a grocery store, two bakery's, a fine foods market and everything you'll need during your stay. Some restaurants are on walking distance and even a cocktail bar is around the corner so you can even crawl back home ;)",62639610,within an hour,100%,93%,t,2,2,"Antwerpen, Vlaanderen, Belgium",Nieuw - Kwartier West,,51.18147,4.43156,Private room in condo,Private room,2,,1.5 baths,,2.0,[],,2,1125,1125,1,0,0,2021-08-16,2021-08-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,2,0,0.03,5.0,5.0
593,38470295,Rental unit in Antwerpen · ★4.44 · 1 bedroom · 1 bed · 1 bath,"Everything you need is nearby: There is a supermarket and a night shop across the streets, a pizzaria below, a laundry place at 100 meters and lots of basic restaurants all around. <br /><br />There can be some noise from the neighbors sometimes, so just keep that in mind.",102711282,within an hour,100%,99%,f,3,3,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,,51.21812,4.42958,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],64.0,1,1125,1125,246,60,3,2019-09-22,2023-12-17,4.44,4.63,4.4,4.83,4.75,4.38,4.51,f,3,3,0,0,4.74,4.788135593220339,4.762711864406779
594,38547626,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,"This pocket of the city is less explored by tourists but a favourite with locals. It's close to some of the best bars and restaurants in adjacent neighbourhoods and has some great gems at walking distance too.<br /><br />It is also close the central station, the Zoo and Elisabeth Hall.",82243088,within an hour,100%,100%,t,1,1,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,,51.21924,4.42596,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],85.0,2,1125,1125,116,12,0,2019-11-10,2023-11-12,4.89,4.97,4.92,4.96,4.95,4.62,4.78,t,1,1,0,0,2.31,4.975609756097561,4.902439024390244
595,38594194,Rental unit in Antwerpen · ★5.0 · Studio · 2 beds · 1 bath,,294500036,,,100%,f,1,1,,Oud - Berchem,,51.2046,4.43292,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],65.0,3,30,1125,4,0,0,2020-03-08,2022-08-21,5.0,5.0,4.75,5.0,5.0,5.0,5.0,f,1,1,0,0,0.09,5.0,5.0
596,38719338,Rental unit in Antwerpen · ★4.72 · Studio · 1 bed · 1 bath,"Leuke restaurants, openbaar vervoer, winkelstraat, bars, kortom alles in de onmiddellijke omgeving. Centrum centrum Stad Antwerpen",267327007,within an hour,100%,99%,f,2,2,"Antwerpen, Vlaanderen, Belgium",Centraal Station,,51.21929,4.4181,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],58.0,2,1125,1125,188,60,5,2019-10-03,2023-12-25,4.72,4.82,4.77,4.88,4.91,4.79,4.72,t,1,1,0,0,3.65,4.958333333333333,4.916666666666667
597,38730321,Rental unit in Antwerpen · Studio · 2 beds · 1 bath,"De Troonplaats met gezellige terrassen en restaurants is vlakbij, op 5 minuten en het bruisende Zuid en het Museum voor Schone Kunsten is niet ver, 12 minuten wandelen.",60756836,within a day,90%,48%,f,6,30,"Antwerpen, Vlaanderen, Belgium",Brederode,,51.20213,4.39689,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],58.0,7,365,365,2,2,0,2023-05-14,2023-10-07,4.5,4.5,4.5,5.0,4.5,4.0,4.5,f,5,5,0,0,0.26,5.0,5.0
598,38836444,Home in Antwerpen · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,"You'll find plenty of cute coffee places, great restaurants, different cuisines, shops, parks. As you'll find out soon enough, local entrepreneurship is very much alive and encouraged in this borough. Just look for the label 'Made in Berchem' in shop windows.",297333293,within a day,80%,79%,f,1,2,"Antwerpen, Vlaanderen, Belgium",Oud - Berchem,,51.20024,4.42547,Private room in home,Private room,2,,1 shared bath,,1.0,[],54.0,1,1125,1125,65,18,0,2019-10-06,2023-11-13,4.69,4.77,4.55,4.85,4.92,4.75,4.55,f,1,0,1,0,1.26,4.923076923076923,4.897435897435898
599,38898289,Rental unit in Antwerpen · ★4.31 · 1 bedroom · 1 bed · 1.5 baths,You're staying in the 'old town' of Antwerp at walking distance of all major tourist attracties Antwerp has to offer. You'll find plenty of bars and restaurants within a 5 minute walk from our apartment.,174932988,within an hour,100%,100%,t,5,5,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,,51.22431,4.40646,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],110.0,2,90,1125,13,2,0,2019-11-10,2023-09-04,4.31,4.62,4.15,5.0,4.85,4.85,4.23,t,5,5,0,0,0.26,4.25,4.25
600,38919382,Rental unit in Antwerpen · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,You're staying in the 'old town' of Antwerp at walking distance of all major tourist attracties Antwerp has to offer. You'll find plenty of bars and restaurants within a 5 minute walk from our apartment.,174932988,within an hour,100%,100%,t,5,5,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,,51.22588,4.40593,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],116.0,2,90,1125,36,2,0,2019-11-11,2023-08-13,4.69,4.61,4.58,4.83,4.78,4.78,4.64,t,5,5,0,0,0.72,4.75,4.5625
601,38919694,Rental unit in Antwerpen · ★4.70 · Studio · 1 bed · 1.5 baths,You're staying in the 'old town' of Antwerp at walking distance of all major tourist attracties Antwerp has to offer. You'll find plenty of bars and restaurants within a 5 minute walk from our apartment.,174932988,within an hour,100%,100%,t,5,5,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22447,4.40495,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],94.0,2,90,1125,20,6,0,2019-11-11,2023-08-11,4.7,4.6,4.75,4.9,4.9,4.8,4.75,t,5,5,0,0,0.4,5.0,5.0
602,38934795,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,very quiet area,267671671,within an hour,100%,50%,f,3,3,"Antwerpen, Vlaanderen, Belgium",Stadspark,,51.20973,4.40972,Entire rental unit,Entire home/apt,6,,1 bath,,2.0,[],110.0,2,1125,1125,6,0,0,2019-09-29,2021-06-06,5.0,4.83,5.0,4.67,5.0,5.0,5.0,f,3,3,0,0,0.12,5.0,5.0
603,38967550,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,"We zijn gelegen op het fantastische Theaterplein, op loopafstand van de winkelstraat Meir, Centraal station en het oude Antwerpen. Elk weekend (zaterdag-zondag) is er een uitgebreide markt opgesteld en vanuit onze appartementen hebt u hier een mooi uitzicht op en geniet je van de échte antwerpse sfeer op het plein. Kom je dus met de auto raden we u aan om bij ons een parking te reserveren (vlakbij het appartement).<br /><br /><br />Benieuwd naar leuke hotspots om lekker te eten en te drinken in Antwerpen? Ik heb hier een aantal plekjes op een rij gezet. Allen op loopafstand :<br /><br />- Chocolate Line (waar je de lekkerste chocolade kunt kopen)<br />- Me & my monkey (koffie en gebak)<br />- Poke Tiki (voor lekkere pokebowls)<br />- Pasta Hippo Vino (Italiaans restaurant)<br />- Bún (Vietnamese street food)<br />- Felixpakhuis (voor ontbijt of lunch)<br />- Barnini (voor ontbijt op het Theaterplein)<br />- Graanmarkt 13 (voor lunch of brunch)<br />- Tinsel (voor koffie of lunch)<br />",182678477,within an hour,95%,81%,f,37,37,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,,51.2141,4.40946,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],203.0,1,90,1000,160,9,0,2019-10-06,2023-10-21,4.73,4.83,4.76,4.88,4.8,4.87,4.69,t,37,37,0,0,3.11,4.982758620689655,4.896551724137931
604,38972380,Rental unit in Antwerpen · ★4.67 · 2 bedrooms · 3 beds · 1 bath,,267671671,within an hour,100%,50%,f,3,3,,Stadspark,,51.211,4.41024,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],100.0,2,1125,1125,18,0,0,2019-10-05,2022-05-27,4.67,4.61,4.89,4.94,4.83,4.94,4.78,f,3,3,0,0,0.35,4.923076923076923,4.923076923076923
605,38975201,Rental unit in Antwerpen · ★4.78 · Studio · 1 bed · 1.5 baths,,25260390,,,,f,2,2,,Nieuw - Kwartier Oost,,51.18587,4.44297,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,4,1125,1125,40,0,0,2019-10-13,2022-05-09,4.78,4.75,4.68,4.65,4.93,4.63,4.75,f,1,1,0,0,0.78,5.0,5.0
606,39000837,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,"The location is one of the unique points off this apartment. <br />It's located in the old theather-area in the heart of Antwerp. Surrounded by lots of bars, great restaurants ant the just opened Botanic Sanctuary the ""Mechelse Plein"" is a cosy square just around the corner. <br />Within a 5 min walk you'll find lots of antique, fashion and interior shops. <br />On Sunday there's the famous "" vogeltjesmarkt"", on the Theathre-square, and a just a little further we have the shopping area streets like "" Meir,  Schutterhofstraat, Komedieplaats, Huidevetterstraat and many more.",87177320,within an hour,100%,100%,t,2,4,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,,51.214375,4.40391,Entire rental unit,Entire home/apt,3,,1 bath,,1.0,[],147.0,2,1125,1125,91,42,3,2021-02-14,2023-12-26,4.9,4.86,4.74,4.76,4.95,4.98,4.87,f,1,1,0,0,2.61,4.938775510204081,4.8979591836734695
607,39092875,Rental unit in Antwerpen · ★4.85 · Studio · 1 bed · 1.5 baths,"Artisan-ally Turkish bakery<br />2 parks: Rivierenhof & Park Spoor Noord<br />Sportpaleis is around the corner where a lot of concerts, games, ... are hosted. <br />Trix, another concerthall is at 2,6km from the apartment.",58581059,,,100%,f,1,1,"Antwerpen, Vlaanderen, Belgium",Deurne Noord,,51.23133,4.44505,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,2,21,21,13,1,0,2019-11-24,2023-03-05,4.85,4.85,5.0,5.0,4.77,4.77,4.92,f,1,1,0,0,0.26,4.875,4.625
608,39096070,Rental unit in Antwerpen · ★4.87 · 2 bedrooms · 2 beds · 2 baths,"The apartment is located in the heart of the bustling old town, with its many restaurants and nightlife options, and is just a three-minute walk from the Grote Markt and the Cathedral. Public transportation at the door. The Central Station and all sights are close by. Ideal for city trips or for expats who want to stay in Antwerp for a longer stay.",171801886,within a few hours,100%,100%,t,1,1,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22083,4.40506,Entire rental unit,Entire home/apt,4,,2 baths,,2.0,[],110.0,3,28,28,60,24,0,2020-01-19,2023-11-26,4.87,4.84,4.67,4.93,4.93,4.93,4.8,f,1,1,0,0,1.25,5.0,4.967741935483871
609,39174512,Loft in Antwerpen · ★4.67 · 1 bedroom · 5 beds · 1 bath,"Concertzalen zijn dichtbij: De Roma & Trix (5 minuten wandelen), Sportpaleis & Lotto Arena (20 minuten wandelen). <br /><br />Borgerhout is een bruisend district:<br /><br />- Krügerplein (400 m), Moorkensplein (1,2 km) Dageraadplaats (2 km)<br />- Rivierenhof (1 km), Park Spoor Noord (2 km)<br />- De Centers (850 m)<br /><br />- Café's (Bar Leon, Plaza Real, Mombasa, Bar Bakeliet)<br />- Restaurants (Glou Glou, Bar Luca, Essen, Briquet, Druiventros<br />- Snack (Frituur Tina)<br />- Ontbijt (Hook), IJs (Borgo Gelato) <br /><br />In het stadscentrum geraak je op 20 minuten met het openbaar vervoer.",300550745,within a few hours,90%,81%,f,1,3,"Antwerpen, Vlaanderen, Belgium",Borgerhout Intra Muros Noord,,51.21745,4.44266,Entire loft,Entire home/apt,8,,1 bath,,5.0,[],114.0,1,1125,1125,70,23,0,2019-10-27,2023-11-12,4.67,4.59,4.61,4.93,4.81,4.46,4.57,f,1,1,0,0,1.38,5.0,5.0
610,39292367,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1.5 baths,"'t Kiel is an upcoming and multicultural neighbourhood in Antwerp. Our street is a small dead-end alley, so there's nearly no traffic. The neighbours in our alley are very kind and friendly.<br />All kinds of shops are just around the corner, and there's a big park where you can go picknicking.<br />From the appartment, it's only 7 minutes by bike or tram to Antwerp Zuid, which is the most interesting quarter of the city center, with lots of restaurants, bars, museums etc.<br />We'll provide a detailed map with our personal tips for places to go.",301665154,within an hour,100%,94%,t,1,1,"Antwerpen, Vlaanderen, Belgium",Kiel,,51.19014739990234,4.375883102416992,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,1,1125,1125,69,25,1,2019-10-18,2023-12-17,4.72,4.78,4.75,4.83,4.9,4.42,4.7,t,1,1,0,0,1.35,4.869565217391305,4.826086956521739
