id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
23755415,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,It is a very quiet neighbourhood.<br />The appartment is very close to a lake. During the summer there are many sailing boats on the lake.<br />From the left bank you have a fantastic view at the cathedral.<br />I have to repeat that it is as well very close to the center and very easy to get to the center.,165968147,within an hour,100%,100%,t,1,1,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],59.0,1,1125,1125,328,78,2,2018-05-21,2023-12-03,4.87,4.91,4.9,4.91,4.94,4.72,4.83,t,1,0,1,0,4.81
23786630,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 3 beds · 1 bath,"The neighbourhood is very diverse and lively, you can do everything by foot. You can find coffee, vinyl, local shops on a stone's throw.  <br />You can start a wonderful stroll from the new Port House (designed by Zaha Hadid) via the Red Star Line museum, through the Marina in the direction of the MAS museum and the Port Pavilion. Enjoy the wide range of terraces and eateries in this neighbourhood before continuing your walk to the centre city.  You can choose if you continue your walk next to the water and visit 'Het Steen' or through the little streets of Antwerp to enjoy the beautiful facade of the Town hall, the Brabo statue to go the cathedral and to get lost in the shopping streets in the Groenplaats neighbourhood.",157495101,within an hour,100%,96%,t,1,1,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],101.0,2,7,7,219,48,5,2018-04-20,2023-12-24,4.93,4.93,4.97,4.98,4.98,4.81,4.89,f,1,1,0,0,3.16
24061523,Townhouse in Antwerpen · ★4.80 · 2 bedrooms · 2 beds · 2.5 baths,"We moved in after completely renovating the house in 2011. Even after all these years we still enjoy the house very much since we built it completely to our liking. We love the ability to go out the door and explore the city by foot. We like to stroll through Antwerp during the weekend and search for new coffee places, bars and shops that pop up. It never grows old and there is so much going on in walking distance. The main shopping street the “Meir” as well as the Antwerp Zoo are just a block away. No need for public transport for people who like to walk.",181144506,within a day,100%,,f,1,1,Entire townhouse,Entire home/apt,4,,2.5 baths,,2.0,[],200.0,6,1125,1125,20,0,0,2018-04-23,2021-09-30,4.8,4.85,4.5,4.95,5.0,4.7,4.7,f,1,1,0,0,0.29
24170223,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,Zurenborg: op wandelafstand van de Art Deco wijk Zurenborg<br />Boeckenberg en Te Boulaerpark op wandelafstand,8508094,,,,f,2,2,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,2,1125,1125,2,0,0,2020-02-02,2020-02-09,5.0,4.5,4.5,5.0,5.0,5.0,5.0,t,2,2,0,0,0.04
24340681,Townhouse in Antwerpen · ★4.70 · 3 bedrooms · 3 beds · 1 bath,,43185160,within an hour,100%,100%,f,2,5,Entire townhouse,Entire home/apt,6,,1 bath,,3.0,[],183.0,2,1125,1125,185,10,1,2018-06-07,2023-12-24,4.7,4.68,4.59,4.85,4.75,4.68,4.68,f,2,2,0,0,2.73
24419851,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,"Very close to restaurants, shops, city bike, park, river",22432864,within an hour,100%,100%,t,2,2,Entire rental unit,Entire home/apt,3,,1 bath,,1.0,[],88.0,4,65,1125,50,16,0,2018-04-29,2023-11-12,4.9,4.98,4.82,4.96,4.96,4.94,4.82,f,1,1,0,0,0.72
24445658,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,"In this area they are nice green Parks very close by for these who like to enjoy the sun on the green grass, also there is the shopping center ""Din Ter"" with many interesting shops, the famous shopping street ""Abdijstraat"" beside all the interesting super markets next door (150m)",184622414,within a few hours,80%,93%,f,1,1,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],51.0,1,1125,1125,34,6,0,2018-04-22,2023-08-13,4.88,4.91,5.0,5.0,4.97,4.62,4.74,f,1,0,1,0,0.49
24486262,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bath,Zeer centraal gelegen :-),135610682,within an hour,100%,99%,t,4,4,Entire rental unit,Entire home/apt,2,,1 bath,,,[],73.0,2,1125,1125,258,37,3,2018-07-11,2023-12-25,4.75,4.82,4.81,4.92,4.9,4.96,4.71,f,4,4,0,0,3.88
24518063,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,"Located behind the trendy KLOOSTERSTRAAT in the district of Antiques, Fashion & Art,<br />within walking distance of the Historical Center and the SOUTH, in the lee of the Sint Andries district.",334804,a few days or more,10%,8%,f,1,5,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],69.0,1,90,90,27,2,0,2018-05-12,2023-04-23,4.93,4.96,4.96,5.0,5.0,5.0,4.85,f,1,1,0,0,0.39
24669581,Rental unit in Antwerpen · ★4.78 · Studio · 1 bed · 1 bath,Theaterplein in het centrum van Antwerpen,33357801,within a few hours,100%,85%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],87.0,2,1125,1125,60,11,1,2018-05-27,2023-12-10,4.78,4.9,4.98,4.92,4.95,4.93,4.75,f,1,1,0,0,0.88
24740629,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,,67066098,within an hour,100%,99%,t,2,3,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],78.0,1,730,1125,28,7,0,2018-05-10,2023-08-12,4.89,5.0,4.82,5.0,4.96,4.79,4.93,t,2,2,0,0,0.41
24812299,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,,71443936,within an hour,100%,88%,t,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],67.0,1,90,90,20,20,0,2023-02-17,2023-11-24,4.9,4.95,4.95,4.85,4.95,4.8,4.85,f,1,1,0,0,1.91
24900105,Rental unit in Antwerpen · ★4.81 · 1 bedroom · 1 bed · 1.5 baths,"The most trendy area few steps from the hippest restaurants and bars, in the shadow of the museum of fine arts , with opening last week of September, and at 10 min walk from the cathedral",188263278,within an hour,100%,100%,f,2,5,Entire rental unit,Entire home/apt,3,,1.5 baths,,1.0,[],165.0,2,1125,1125,47,6,0,2018-05-13,2023-11-12,4.81,4.94,4.91,4.96,4.89,4.96,4.68,f,2,2,0,0,0.69
25023469,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,Little green space to escape from the busy city center.,184651827,,,,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],450.0,2,10,10,30,0,0,2018-06-10,2019-12-08,4.87,4.93,4.93,4.93,4.9,4.9,4.77,f,1,1,0,0,0.44
25068907,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 2 beds · 1 bath,"The house is in front of a beautiful park with a pond that continues into the larger green zone of the Sorghvlietpark and fort 8, ideal for walking, jogging or cycling. At the same time the Kioskplaats, the main square of Hoboken where the trams leave, with numerous shops, banks and bars is only 100 meters away. The river Scheldt with ferry boats and the nature park De Hobokense polder is about 1.5 kilometers away. You can take tram 4 to the historic centre or tram 2 to the Central Station, or use the system of city bikes. There's  also a train to centre or a ferry on the nearby river Scheldt to the other side of the river or to Antwerp centre",50671362,within a few hours,100%,77%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],52.0,2,30,30,60,2,1,2018-06-03,2023-12-24,4.85,4.95,4.8,4.97,4.98,4.87,4.87,f,1,1,0,0,0.88
25071158,Rental unit in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1 bath,,820292,within an hour,100%,80%,f,2,6,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],38.0,8,400,400,50,14,1,2018-11-30,2023-12-10,4.7,4.72,4.64,4.96,4.88,4.86,4.68,f,1,1,0,0,0.81
25108061,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,,42937731,within an hour,100%,100%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],75.0,3,21,1125,4,4,1,2023-10-23,2023-11-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.82
25148862,Hotel in Antwerpen · 1 bedroom · 2 beds · 1 private bath,"Maison Emile is situated in a quiet, yet central place in the bustling city of Antwerp, the largest city of Flanders. A true metropolis, with one of the biggest harbors in the world, but everything is on a human scale. Architecture, fashion, culture, shopping, all go hand in hand. A visit to Antwerp is something you will never forget, especially when you combine it with a visit in Maison Emile. <br /> <br />There is a tramway, right in front of our door. In just a few minutes it will bring you to all of Antwerp’s landmarks: The central station (declared the most romantic city in the world), the Zoo or our famous shopping street the Meir.",186414084,within an hour,100%,100%,f,3,4,Room in hotel,Private room,2,,1 private bath,,2.0,[],214.0,1,365,4,2,0,0,2020-12-18,2022-02-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0,3,0,0.05
25150029,Hotel in Antwerpen · ★4.90 · 1 bedroom · 2 beds · 1 private bath,"Maison Emile is situated in a quiet, yet central place in the bustling city of Antwerp, the largest city of Flanders. A true metropolis, with one of the biggest harbors in the world, but everything is on a human scale. Architecture, fashion, culture, shopping, all go hand in hand. A visit to Antwerp is something you will never forget, especially when you combine it with a visit in Maison Emile. <br /> <br />There is a tramway, right in front of our door. In just a few minutes it will bring you to all of Antwerp’s landmarks: The central station (declared the most romantic city in the world), the Zoo or our famous shopping street the Meir.",186414084,within an hour,100%,100%,f,3,4,Room in hotel,Private room,2,,1 private bath,,2.0,[],198.0,1,365,4,10,0,0,2018-12-08,2022-10-29,4.9,5.0,5.0,5.0,5.0,5.0,4.9,t,3,0,3,0,0.16
25152004,Hotel in Antwerpen · 1 bedroom · 1 bed · 1 private bath,"Maison Emile is situated in a quiet, yet central place in the bustling city of Antwerp, the largest city of Flanders. A true metropolis, with one of the biggest harbors in the world, but everything is on a human scale. Architecture, fashion, culture, shopping, all go hand in hand. A visit to Antwerp is something you will never forget, especially when you combine it with a visit in Maison Emile. <br /> <br />There is a tramway, right in front of our door. In just a few minutes it will bring you to all of Antwerp’s landmarks: The central station (declared the most romantic city in the world), the Zoo or our famous shopping street the Meir.",186414084,within an hour,100%,100%,f,3,4,Room in hotel,Private room,1,,1 private bath,,1.0,[],85.0,1,28,365,1,0,0,2021-12-02,2021-12-02,5.0,5.0,5.0,5.0,5.0,4.0,4.0,t,3,0,3,0,0.04
25201647,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,Cosy neighbourhood with Cafe's and bars near the Schelde (Antwerp's canal).,38459356,within a few hours,100%,0%,f,1,1,Entire rental unit,Entire home/apt,6,,1.5 baths,,2.0,[],100.0,6,1125,1125,12,0,0,2018-05-27,2019-07-23,4.75,5.0,4.75,5.0,5.0,4.75,4.75,f,1,1,0,0,0.18
25439384,Home in Antwerpen · ★5.0 · 4 bedrooms · 5 beds · 2 baths,"If this isn’t convincing enough, the location of the house centainly is! Located in one of the most beautiful neighbourhoods in Antwerp: Zurenborg. With it’s bello époque grandeur it proudly shows surprised visitors art nouveau façades, elegant streets and lively squares. The highlight is the 19th century Cogels-Osylei: sublime architecture from around the turn of the previous century. The real beating heart of Zurenborg, the Dageraadplaats, lies next around the cornor of Antwerpsdesignhouse. With trees, a star sky and trendy restaurants, this somewhat alternative place is defenitely worthwile visiting!",114532208,,,,f,1,3,Entire home,Entire home/apt,6,,2 baths,,5.0,[],590.0,90,1125,1125,3,0,0,2018-07-02,2018-07-30,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04
25493896,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"Center antwerpen , 5 minutes walk From the train station, busses and trams,  and 15 min walk From historic center.",192406503,within an hour,100%,100%,f,2,6,Private room in home,Private room,2,,1 private bath,,1.0,[],56.0,5,1125,1125,11,8,0,2019-04-04,2023-09-07,5.0,4.91,5.0,5.0,5.0,4.82,4.91,t,2,0,2,0,0.19
25507520,Home in Antwerpen · ★4.72 · 3 bedrooms · 5 beds · 3 baths,The Woodhouse is based in the Carnotstraat. This is a large street leading to the Antwerp railway station where you can see the different cultures and nationalities living in this town. It’s right over the restaurant ‘WOK van Antwerpen’. The house is green with a big wooden statue. Next to it you can find the Atlas building from the city Antwerp.<br /><br />It’s a 3 minute walk to get there and you’re automatically in the centre of Antwerp. Beginning with the zoo. Going to the shopping area will take another 5 minutes to walk. <br /><br />Grocery store and bakery are next door! Restaurants are nearby depending on what you’d like to eat.,119340787,within an hour,100%,94%,f,1,1,Entire home,Entire home/apt,7,,3 baths,,5.0,[],170.0,2,1125,1125,50,9,0,2019-03-16,2023-10-29,4.72,4.74,4.12,4.86,4.86,4.66,4.62,f,1,1,0,0,0.86
25515794,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,,52384223,within a few hours,100%,54%,t,2,4,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,1,1125,1125,77,0,0,2018-06-17,2021-09-19,4.91,4.92,4.84,4.92,4.95,4.64,4.86,f,2,2,0,0,1.14
25532901,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,You're staying in the 'old town' of Antwerp at walking distance of all major tourist attracties Antwerp has to offer. You'll find plenty of bars and restaurants within a 5 minute walk from our apartment.,174932988,within an hour,100%,100%,t,5,5,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,2,90,1125,153,5,0,2018-06-05,2023-07-24,4.72,4.92,4.7,4.92,4.96,4.92,4.69,t,5,5,0,0,2.26
25610607,Guest suite in Antwerpen · 2 bedrooms · 1 bed · 1 private bath,"Center antwerpen , 3 minutes walk From ce tram station and 15 min walk From historic center.",192406503,within an hour,100%,100%,f,2,6,Private room in guest suite,Private room,2,,1 private bath,,1.0,[],,1,1125,1125,1,0,0,2018-07-29,2018-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,2,0,0.02
25854261,Rental unit in Antwerpen · ★4.18 · Studio · 1 bed · 1 bath,Located in the street paralel to the shopping street 5min walking distance from Antwerp central station and 5min walking distance to the historic center. (other direction),157933790,,,,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,5,90,1125,11,0,0,2018-06-30,2020-02-09,4.18,4.64,3.55,4.73,4.64,4.64,4.18,t,1,1,0,0,0.16
25960097,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,When you leave the apartment you are immediately in the center of a bustling city.<br /><br />Tourist Info on the corner of the street.<br /><br />There is a laundry around the corner and a Velo (city bike) station in the street.,193627086,within an hour,100%,92%,t,2,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,10,360,1125,39,6,0,2018-08-02,2023-09-12,4.92,4.97,4.87,4.95,4.97,4.97,4.95,f,2,2,0,0,0.59
25973713,Home in Antwerpen · ★4.86 · 4 bedrooms · 14 beds · 5 baths,"The holiday home for 14 people is located in the historic center of Antwerp<br /><br />You stay in Lange Riddersstraat, a quiet street in the Fashion & Sint Andries District, a few steps from:<br /><br />- KLOOSTERSTRAAT<br />Well known street for antiques, brocante, vintage and interior design shops. De Kloosterstraat is also worth visiting on Sunday when all the shops are open.<br /><br />- VRIJDAGMARKT (FRIDAY MARKET)<br />A piece of Provence in Antwerp with nice cafés, terraces and with the UNESCO World Heritage Museum of Plantin-Moretus. On Friday morning, the square changes into an outdoor auction of old items and furniture.<br /><br />- GROENPLAATS<br />One of the most famous squares of Antwerp with a cozy atmosphere, cafés and restaurants dominated by the beautiful Cathedral of our Lady<br /><br />- GROTE MARKT <br />with the impressive building of the Town Hall and the statue of Brabo is overlooking the scenery. <br /><br />- FASHION DISTRICT<br />With many renowned designers ",4113286,within an hour,100%,88%,t,4,4,Entire home,Entire home/apt,14,,5 baths,,14.0,[],608.0,2,90,90,59,7,0,2018-07-08,2023-10-16,4.86,4.88,4.9,4.95,4.93,4.92,4.73,f,2,2,0,0,0.89
26023466,Rental unit in Antwerpen · ★4.85 · 2 bedrooms · 3 beds · 1 bath,"Trendy area with plenty bars and restaurants situated at the yacht , close to musea as MAS, Red Star Line …",195447870,within an hour,100%,100%,t,3,3,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],120.0,1,1125,1125,428,118,4,2018-06-24,2023-12-10,4.85,4.91,4.84,4.93,4.93,4.81,4.77,t,3,3,0,0,6.38
26175436,Rental unit in Antwerpen · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,"Het appartement is gelegen in de tentoonstellingswijk van Antwerpen, gebouwd ten tijde van de Expo 58. Vandaar de speciale bruggen en interessante architectuur in de buurt.",70971751,,,100%,f,1,1,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],,3,1125,1125,9,3,0,2018-06-23,2023-05-22,4.44,4.33,4.56,4.67,4.89,4.22,4.11,f,1,0,1,0,0.13
26181108,Rental unit in Antwerpen · ★4.96 · 2 bedrooms · 2 beds · 1 bath,De meest bruisende en dynamische wijk van de stad.  Goede restaurants op wandelafstand zo ook marktjes (op vrijdag en zaterdag) en culturele huizen.,37722028,within an hour,100%,98%,t,4,4,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],113.0,2,7,1125,76,14,1,2018-07-22,2023-12-04,4.96,4.96,5.0,4.99,4.99,4.5,4.88,t,4,4,0,0,1.15
26298543,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,De meest bruisende en dynamische wijk van de stad.  Goede restaurants op wandelafstand zo ook marktjes (op vrijdag en zaterdag) en culturele huizen.,37722028,within an hour,100%,98%,t,4,4,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],63.0,2,3,3,81,19,1,2018-06-30,2023-12-03,4.88,4.89,4.96,4.96,4.96,4.65,4.85,f,4,4,0,0,1.21
26347234,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 1 bed · 1 bath,"Apartment located in the historical Antwerp city center just a few steps away from great restaurants and shops, the Cathedral and the “Grote Markt”. Public car park (Car Park Grote Markt) at 2 min. Fantastic view onto the “Pagadder Tower” and the backside of the beautiful historical 16th century guildhalls of the “Grote Markt”.",193627086,within an hour,100%,92%,t,2,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],40.0,30,360,1125,11,4,0,2019-01-06,2023-09-07,4.91,5.0,5.0,5.0,5.0,4.91,4.91,t,2,2,0,0,0.18
26351917,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 2 beds · 1.5 shared baths,,10090207,within an hour,100%,95%,f,2,2,Private room in rental unit,Private room,2,,1.5 shared baths,,2.0,[],60.0,2,28,1125,30,4,0,2018-11-04,2023-10-08,4.67,4.47,4.73,4.77,4.83,4.93,4.67,f,2,0,2,0,0.48
26464842,Townhouse in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,,35217596,,,,f,1,1,Entire townhouse,Entire home/apt,2,,1 bath,,1.0,[],58.0,2,1125,1125,28,0,0,2018-07-15,2022-09-03,4.89,4.96,4.96,4.96,4.96,4.93,4.82,t,1,1,0,0,0.42
26477493,Loft in Antwerpen · ★4.67 · 2 bedrooms · 1 bed · 1.5 baths,"Explore Antwerp, start here: https://www.visitantwerpen.be/en/home.<br /><br />We are located near the city centre, the Antwerp Central Station is hardly 10 minutes away by foot, and nearby are also the green Park Spoor Noord hotspot and the ever vibrant Sint-Jansplein, Anwerp's largest open area. This loft is your ideal haven to experience the beauty of Antwerp with its lovely cafes, premium restaurants, bars shopping stores, stunning museums and beautiful architecture and famous landmarks.",66862862,,,,f,1,1,Entire loft,Entire home/apt,4,,1.5 baths,,1.0,[],,2,1125,1125,9,0,0,2018-07-15,2019-07-21,4.67,4.33,4.56,4.89,4.89,4.44,4.33,f,1,1,0,0,0.14
26592318,Condo in Antwerpen · ★4.69 · 2 bedrooms · 2 beds · 1 bath,"The condo is located in one of the most beautiful suburbs of Antwerp, close to the major parks of the city.<br /><br />It is close to 'Den Brandt Park', 'Nightingale Park' and 'Middelheim Park', the latter with art monuments (free entrance). These parks are among the most beautiful of Flanders and definitely the most beautiful of Antwerp. In Den Brandt Park (in the former coach house of the castle) you have the amazing restaurant Danieli il Divino, in a gorgeous setting with great staff and a fantastic menu, it's simply never disappointing!<br /><br />Across the street you'll find a Carrefour Express. Within 100m you can find a pharmacy, a grocer, a fishmonger, a fromagerie, a pizzeria, a winery, a chip shop, and a Chinese Restaurant. Across the street one also finds a nice Italian restaurant (La Tavola Italiana). <br /><br />Wilrijk is also home to the largest Jain Temple (outside of India) constructed entirely from beautiful white marble.",103833743,within an hour,100%,95%,t,9,12,Entire condo,Entire home/apt,4,,1 bath,,2.0,[],250.0,2,1125,1125,29,4,0,2018-07-15,2023-10-14,4.69,4.76,4.62,4.66,4.69,4.76,4.55,t,1,1,0,0,0.44
26802748,Townhouse in Antwerpen · ★4.83 · 2 bedrooms · 2 beds · 1 bath,,34449017,within an hour,100%,92%,t,2,2,Entire townhouse,Entire home/apt,3,,1 bath,,2.0,[],,3,730,730,29,2,0,2018-08-19,2023-08-11,4.83,4.83,4.69,4.97,5.0,4.76,4.83,f,1,1,0,0,0.44
26937582,Rental unit in Antwerpen · ★4.74 · 2 bedrooms · 2 beds · 1.5 baths,,130014867,within an hour,100%,100%,t,1,6,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],186.0,2,1125,1125,171,37,4,2018-08-05,2023-12-26,4.74,4.82,4.53,4.96,4.98,4.92,4.75,t,1,1,0,0,2.6
26954216,Guesthouse in Antwerpen · ★4.76 · 1 bedroom · 3 beds · 2.5 shared baths,,202021039,within an hour,100%,98%,f,5,5,Private room in guesthouse,Private room,3,,2.5 shared baths,,3.0,[],40.0,1,1125,1125,91,41,1,2018-09-07,2023-12-10,4.76,4.82,4.82,4.9,4.92,4.34,4.74,t,5,0,5,0,1.41
26991935,Guesthouse in Antwerpen · ★4.74 · 1 bedroom · 1 bed · 2.5 shared baths,,202021039,within an hour,100%,98%,f,5,5,Private room in guesthouse,Private room,2,,2.5 shared baths,,1.0,[],40.0,1,1125,1125,251,69,2,2018-09-04,2023-12-09,4.74,4.82,4.8,4.86,4.93,4.38,4.72,t,5,0,5,0,3.88
27150005,Loft in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Park Spoor Noord <br />Sportpaleis<br />Mas,29175132,within an hour,100%,94%,t,2,2,Entire loft,Entire home/apt,4,,1.5 baths,,2.0,[],130.0,10,365,365,3,0,0,2022-04-30,2022-05-29,5.0,5.0,5.0,5.0,5.0,4.33,4.67,f,1,1,0,0,0.15
27195796,Rental unit in Antwerpen · ★3.70 · 2 bedrooms · 3 beds · 1 bath,,60776484,,,100%,f,2,2,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],163.0,7,1125,1125,10,1,0,2018-09-23,2022-12-30,3.7,3.8,2.9,4.8,4.3,4.8,4.0,f,1,1,0,0,0.16
27201396,casa particular in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,"Park, supermarket, pharmacy, bakery, bank offices around the corner.<br />Very quiet and green neighbourhood.<br />Modern House with lovely garden :-).",6624049,within a few hours,100%,89%,f,1,1,Private room in casa particular,Private room,2,,1 bath,,1.0,[],50.0,1,5,5,2,2,0,2023-10-07,2023-11-12,4.67,4.67,4.67,4.67,4.67,4.33,4.0,f,1,0,1,0,0.73
27288680,Rental unit in Antwerpen · ★4.16 · 1 bedroom · 1 bed · 1 shared bath,"As described in the summary, it's very easy to get around as it's close to everything via walking distance. Perfect location",142235853,,,92%,f,2,4,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],50.0,2,1125,1125,19,2,0,2019-07-19,2023-03-19,4.16,4.26,4.16,4.37,4.21,4.16,3.84,f,2,0,2,0,0.35
27479453,Loft in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,"The Nothern district is a multicultural area in walking distance of some popular places (Het Eilandje, Central Station, Park Spoor Noord,etc.). <br />I like the fact that it is a vibrant area but that our apartment is part of a complex. In that way we have the perfect mix of city life and our peaceful oasis.",166595468,,,,f,1,1,Entire loft,Entire home/apt,4,,1.5 baths,,2.0,[],,2,1125,1125,1,0,0,2019-01-02,2019-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02
27489768,Rental unit in Antwerpen · ★4.45 · 2 bedrooms · 2 beds · 2 baths,,110993942,within an hour,100%,100%,f,16,17,Entire rental unit,Entire home/apt,7,,2 baths,,2.0,[],221.0,3,201,1125,20,1,0,2018-08-12,2023-06-19,4.45,4.7,4.65,4.65,4.75,4.55,4.6,t,16,16,0,0,0.31
27490882,Rental unit in Antwerpen · ★3.90 · 1 bedroom · 1 bed · 1 bath,,110993942,within an hour,100%,100%,f,16,17,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],155.0,2,200,200,10,0,0,2018-08-13,2022-10-09,3.9,4.1,4.5,4.5,4.5,4.6,4.1,t,16,16,0,0,0.15
27564444,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Centrale ligging tussen shoppen, oude stad en trendy Zuid. Bovendien een aantrekkelijke en levendige residentiele buurt, ook populair om uit eten te gaan.",5187214,within an hour,100%,90%,f,3,3,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],104.0,14,90,90,11,4,0,2019-01-05,2023-11-12,5.0,5.0,5.0,5.0,4.91,4.91,5.0,f,3,2,1,0,0.18
27567210,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,,7716505,,,,f,2,3,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,2,1125,1125,8,0,0,2018-09-08,2021-10-03,4.75,4.88,4.75,4.63,5.0,4.75,4.88,f,1,1,0,0,0.12
27588529,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1 bath,,5187214,within an hour,100%,90%,f,3,3,Entire rental unit,Entire home/apt,3,,1 bath,,3.0,[],78.0,2,8,8,8,1,0,2018-08-12,2023-11-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,2,1,0,0.12
27617809,Bed and breakfast in Antwerpen · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,"Tussen zuid en oude stad,  op 15 minuten naar zowel Centraal Station,  kathedraal en het museum van Schone Kunsten en onderweg passeer je de leukste winkelstraten   Lekker eten om de hoek,",5187214,within an hour,100%,90%,f,3,3,Private room in bed and breakfast,Private room,2,,1 private bath,,1.0,[],,2,8,8,10,2,0,2018-08-13,2023-11-05,5.0,5.0,5.0,5.0,5.0,4.7,4.9,f,3,2,1,0,0.15
27625759,Condo in Antwerpen · ★4.80 · 1 bedroom · 2 beds · 1.5 baths,"Het bruisende Eilandje biedt vele restaurants en cafeetjes. Het historische centrum van Antwerpen bereik je op 7 min met de fiets en op 20 min wandelen. Musea, theater, galerijen, winkels, markten, historische gebouwen ... Antwerpen biedt zoveel mogelijkheden. Na een bewogen dag kan u uitrusten met het prachtig zicht op de jachthaven.",56497782,within an hour,100%,86%,f,1,1,Entire condo,Entire home/apt,2,,1.5 baths,,2.0,[],93.0,2,1125,1125,15,15,3,2023-07-16,2023-12-17,4.8,4.93,4.87,4.73,5.0,4.67,4.8,f,1,1,0,0,2.73
